name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Back 2 U - VIP Mix,Back 2 U (VIP Mix),Taiki Nulight,4hLQLyltNzhIENQGi9LYyW,,,219375,0.78,0.00237,0.762,0.842,0.333,0.367,-7.464,0.0342,127.998,11,4,Dance
No Pressure,No Pressure,Odd Mob,3M1if6hUgDMkNEu84vzHK6,,,206897,0.706,0.166,0.88,4.22E-06,0.0902,0.394,-4.963,0.0622,116.007,7,4,Dance
When I’m Gone (with Katy Perry),When I’m Gone (with Katy Perry),Alesso,5902W4uHWzhtOff1UK7the,,,161267,0.685,0.028,0.886,0,0.481,0.615,-4.179,0.034,125.034,0,4,Dance
So Close,So Close (feat. Georgia Ku),NOTD,7FjZU7XFs7P9jHI9Z0yRhK,,,190302,0.7,0.121,0.872,7.08E-06,0.103,0.761,-5.896,0.0666,125.03,10,4,Dance
Martini,Hi Viz,The Presets,1p535eXa7HErdKgPVOXPqC,,,240080,0.817,0.00645,0.673,0.151,0.15,0.684,-8.223,0.0819,126.042,1,4,Dance
Keep You Mine,Keep You Mine,NOTD,0OJN2A3Qyvd7pwSF0AIteC,,,174761,0.81,0.267,0.788,0.000172,0.196,0.845,-3.663,0.0447,135.991,10,4,Dance
When I'm Around You,When I’m Around You,Running Touch,2MYTYXJXUj3YeCsGfiIdRq,,,203782,0.765,0.0733,0.705,7.75E-05,0.112,0.797,-6.482,0.0383,117.009,6,4,Dance
Miami Vicer,Carnival,Gilli,3a6GwXyS27Phmpr9XMv1h7,,,151892,0.765,0.0995,0.788,0,0.393,0.797,-5.499,0.0699,140.947,11,4,Dance
Sig Mig,BOIS FOREVER,Citybois,17ShCJoRij5Ob7BTR9Q1rm,,,194707,0.703,0.177,0.813,0,0.228,0.627,-4.744,0.245,92.038,7,4,Dance
Sede Pra Te Ver - Vintage Culture & Ghostt Remix,Sede Pra Te Ver (Vintage Culture & Ghostt Remix),Vintage Culture,27tfvlDmYhAgyEAzJwLDw9,,,226341,0.761,0.01,0.799,0.00302,0.714,0.77,-4.965,0.0516,123.027,11,4,Dance
Sun Goes Down,Sun Goes Down,Bruno Martini,2JpTwRVXioTZSdizBGAhUH,,,203586,0.838,0.389,0.752,0.00113,0.0822,0.901,-5.434,0.034,121.958,8,4,Dance
I Got You,I Got You,Kyle Watson,3iMYKoUsn5X0ctIAXvgmSf,,,163274,0.874,0.172,0.684,0.00022,0.14,0.672,-7.407,0.0733,120.01,5,4,Dance
Ainda Lembro - Ao Vivo,O (IM)POSSÍVEL - PARTE 1 (Ao Vivo),DENNIS,5zOgONdqBjB0SIPfuv0Dis,,,156979,0.827,0.173,0.775,0,0.158,0.741,-5.656,0.0669,134.959,1,4,Dance
The Answer (featuring Arthur Baker & Victor Simonelli),The Answer (featuring Arthur Baker & Victor Simonelli),Chris Lake,5whiPPRn248jYANBCMzQoB,,,203720,0.728,0.0433,0.898,0.0536,0.261,0.502,-4.652,0.125,125.974,10,4,Dance
Beat Freak (ft. lau.ra),Beat Freak (ft. lau.ra),Chris Lake,4C2ohxfUodwGkMN67lxGbs,,,214310,0.886,0.0123,0.694,0.44,0.13,0.962,-5.322,0.0448,126.018,9,4,Dance
Isso É Amor,Isso É Amor,Atitude 67,0UA61uG1lVlqrjWi8cYXI5,,,191821,0.822,0.551,0.621,0,0.351,0.52,-8.662,0.0598,94.499,9,4,Dance
Boomshakalaka,Boomshakalaka,Dimitri Vegas & Like Mike,4yb5Z9dwnKhO9gC0AZQYDe,,,211920,0.727,0.0132,0.824,0.00145,0.0631,0.805,-2.983,0.0508,96.063,1,4,Dance
Mums,Mums,Tessa,2UsR5UxsuKwJ2OovutZsjV,,,149698,0.903,0.0383,0.732,0,0.0649,0.669,-3.723,0.208,134.964,9,4,Dance
Sydpå,Sydpå,Bro,1lahfyqBPVvBIxf3XgmQmZ,,,186627,0.807,0.184,0.716,0,0.097,0.667,-5.27,0.154,99.938,10,4,Dance
Come With Me,Come With Me,Running Touch,0B5mUaJJYbfRnGPJ7u6iuy,,,216534,0.704,0.0308,0.824,0.00432,0.314,0.495,-6.381,0.0411,118.048,0,4,Dance
Strut,Strut,Odd Mob,02IzZ88gNb3RUhmk43wkLD,,,185625,0.784,0.0968,0.782,1.65E-05,0.303,0.499,-9.731,0.118,127.997,6,4,Dance
Tão Linda,Casa 67,Atitude 67,59WWulo1LM0njpIkcduCMn,,,147843,0.877,0.169,0.557,0,0.265,0.829,-9.074,0.0911,152.874,9,4,Dance
If You Wanna,If You Wanna,Leftwing : Kody,5NMpjgdyG48RGtkjj8QENH,,,180480,0.609,0.0271,0.882,0.0141,0.0643,0.707,-6.042,0.0305,125.008,3,4,Dance
Heaven,Boiling Point,Low Steppa,0y4BhKDH3cGPWg8UbHGlHl,,,152684,0.605,0.00338,0.937,0.000766,0.903,0.593,-5.722,0.0485,124.94,9,4,Dance
The North Quarter,The North Quarter,Shadow Child,4PP6odxZOgVpqOsrMRDT9f,,,241500,0.589,3.09E-05,0.948,0.831,0.0892,0.744,-5.75,0.03,127.991,0,4,Dance
Pulling Me Back Ft. Lovlee,Pulling Me Back,Eli Brown,0megFGFoMy2ueMv48YHDGw,,,198750,0.616,0.00115,0.922,0.509,0.149,0.338,-5.587,0.0414,127.998,8,4,Dance
All 4 Love (feat. Tasty Lopez),All 4 Love (feat. Tasty Lopez),Mark Knight,0ib3Pdvgp2ZDk6nO1DC3sJ,,,205645,0.759,0.0191,0.787,0.000512,0.409,0.619,-4.303,0.0673,124.023,5,4,Dance
Something 'Bout The Music,Something 'Bout The Music,Tobtok,39x8osSFRUQarEgkYwyJsT,,,156595,0.754,0.00338,0.908,0,0.0804,0.695,-3.346,0.0648,124.999,8,4,Dance
Destination,Destination,DLMT,4CiWLaMrGQ9CR5j604HyoW,,,185365,0.779,0.0575,0.884,4.04E-06,0.093,0.356,-4.074,0.0878,121.981,10,4,Dance
GOT REAL,BRAVE,JOYRYDE,3ZNUTqogBIAOxyFE34FlRu,,,272126,0.87,0.00542,0.958,0.0678,0.566,0.741,-3.649,0.162,127.009,6,4,Dance
Mr. Drive,"Hot Jams, Vol. 2",Hot Since 82,0i9XhLNNNH1EJoo0xKQ5Iv,,,473622,0.705,0.0349,0.786,0.927,0.0713,0.388,-8.225,0.0878,122.026,4,4,Dance
Keep Pushing,Keep Pushing,Alex Mills,2obQ3ll76uZthJa91RAKv4,,,216085,0.685,0.0021,0.871,0.0156,0.179,0.554,-6.266,0.0361,128.002,8,4,Dance
Move Your Body,Move Your Body,LP Giobbi,3EAwcVzkJyIp481tAtYeR0,,,201290,0.654,0.0477,0.973,0.049,0.328,0.392,-4.01,0.102,123.968,2,4,Dance
Lots Of Soulful Vocals,Lots of Soulful Vocals,Alex Preston,2SLpKr5Mufx3sm7WlUDjXU,,,222720,0.808,0.0279,0.869,0.00187,0.0949,0.778,-6.144,0.136,124.997,0,4,Dance
Sedated,Sedated,Bear Grillz,5lGlCS4oi2vvarGfAZHvpY,,,199437,0.524,0.0893,0.918,0,0.083,0.422,-2.404,0.0688,142.025,1,4,Dance
Techno,Techno,Destructo,2c3I3ew3iJ4xgiMQ7fA8Qf,,,225306,0.81,0.0195,0.825,0.158,0.0639,0.616,-5.712,0.0671,111.957,7,4,Dance
One Drink,One Drink,DLMT,7Fo51x6cURFo9jCzcv7WOL,,,212846,0.762,0.124,0.838,0.0192,0.0856,0.454,-5.097,0.0648,123.995,2,4,Dance
Lighthouse,Lighthouse,Ookay,7qunDTyH7FswdJ3vYOR89u,,,208400,0.721,0.066,0.885,0.000268,0.229,0.821,-1.311,0.0561,149.997,5,4,Dance
Barefoot,Recovery,Hot Since 82,6yChk0XYM1KQTnpgH9kedc,,,419102,0.785,1.60E-05,0.806,0.805,0.0747,0.519,-9.631,0.045,123.991,2,4,Dance
I Need You,Red Alert,Maxinne,1NMmSM6DYwhAf7027fowmD,,,236129,0.796,0.0118,0.95,0.063,0.0577,0.648,-3.982,0.0562,123.995,3,4,Dance
You're My Life,You're My Life,Low Steppa,5wBZLsoQtQcYRCo3qGaYWF,,,236377,0.778,0.000348,0.825,0.0145,0.353,0.475,-7.44,0.155,123.041,3,4,Dance
No Time,No Time,Good Times Ahead,1UApNNulZJm0alYFXerYMw,,,200079,0.81,0.00459,0.868,0.553,0.0566,0.624,-5.558,0.0525,126.02,10,4,Dance
Bussin Bussin (feat. JV Rhymes),Bussin Bussin (feat. JV Rhymes),Riot Ten,7e9hK7EA6ErF1FfARROJQE,,,213517,0.679,0.000477,0.925,0.776,0.0747,0.347,-5.689,0.0593,145.098,9,4,Dance
Laid Off,Hi8,AC Slater,4c3seUD3TTjeqqLzMqISrl,,,261000,0.919,0.00234,0.831,0.203,0.0939,0.392,-7.477,0.0635,128.045,10,4,Dance
Careless,Careless,Dusky,7iHIbOhn3N0AZF5Tky6DhM,,,391686,0.77,0.000197,0.894,0.898,0.0455,0.683,-8.102,0.0487,120.986,7,4,Dance
Wobble,Wobble,Crankdat,68Gszh9enogLwJUbTcjjWe,,,188000,0.623,0.018,0.985,0.0973,0.354,0.561,-0.319,0.111,150.01,1,4,Dance
Sunflower,Sunflower,Mat.Joe,6SLtGsqlDrHgpEuCF9lKj4,,,296613,0.783,0.00226,0.817,0.899,0.146,0.502,-4.474,0.0387,124.007,7,4,Dance
My People (Love Can Live Forever),My People (Love Can Live Forever),Adelphi Music Factory,24WHeh1JbKd0jhfOWCYwcW,,,157323,0.562,0.00139,0.982,0.0201,0.527,0.595,-3.749,0.0552,126.959,6,4,Dance
Bunda (feat. Dances With White Girls),Bunda (feat. Dances With White Girls),Wax Motif,47mWy7j3pjnGIAg9gL4ejg,,,203035,0.786,0.0411,0.927,0.0405,0.531,0.712,-3.314,0.0675,126.989,0,4,Dance
"Chicken Wang (feat. Diplo, Snappy Jit)","Chicken Wang (feat. Diplo, Snappy Jit)",Wuki,0cl5BEHLkh9BmJG2ElaUPK,,,118522,0.817,0.000359,0.859,0.758,0.0995,0.382,-2.595,0.101,148.025,2,4,Dance
Werk,Bad For Me EP,CID,7BJ2UGLYgtxQ15d0fe2hJy,,,172800,0.789,0.0457,0.876,0.0326,0.172,0.512,-4.008,0.176,124.963,0,4,Dance
Hold On,Hold On,KC Lights,4XCmCiKriuXyeVIiWFqufT,,,194633,0.625,0.00774,0.86,0.0322,0.117,0.351,-7.597,0.0279,126.972,0,4,Dance
Caress Me,Caress Me,Ben Hemsley,6s9vi61N8OhUfj9voLwtWk,,,326282,0.847,0.00191,0.987,0.42,0.0575,0.965,-6.168,0.0596,124.992,8,4,Dance
Party Up (feat. YG) - GTA Remix,Party Up (feat. YG) [Remixes],Destructo,6eWzHocUGr3LlnBiT5Pc01,,,259920,0.569,0.00661,0.91,0.000542,0.101,0.586,-4.289,0.236,129.992,6,4,Dance
High On Emotion,High On Emotion,Redondo,4nOY2KXwAwIQCF4gcn2pue,,,155520,0.65,0.0127,0.892,0.164,0.248,0.596,-7.048,0.0343,124.918,0,4,Dance
The Drums (Din Daa Daa),The Drums (Din Daa Daa),Claptone,1WI29eelbdQQWpFhhexThe,,,206441,0.789,0.0415,0.959,0.834,0.0591,0.737,-5.932,0.0477,121.998,4,4,Dance
Love 2 Be,Under The Yellow Arch,Adelphi Music Factory,6GI63grJAZAqNym2jz9MoP,,,200422,0.9,0.000453,0.867,0.547,0.0604,0.69,-3.941,0.171,126.015,8,4,Dance
Take Me Away (feat. Rae) - Radio Edit,Pool Party: Summer Vibes,Various Artists,2UeCUQDmf2E2Bgkfoe1dLs,,,170667,0.635,0.000916,0.868,0.0492,0.0498,0.673,-5.459,0.0334,124.018,6,4,Dance
We Don't Play,Disciple Alliance Vol. 5,Disciple,2nSvBHxMZz5buzG93DM2xr,,,298400,0.592,0.00418,0.937,7.58E-06,0.406,0.339,-5.453,0.158,150.096,11,4,Dance
We Don't Stop,Ro Sham Bo EP,Nitti Gritti,0Bf83iooVwUxVh67JwJKU1,,,164156,0.807,0.0213,0.994,0.456,0.0627,0.878,-1.077,0.116,154.049,7,4,Dance
Issa Vibe,House of Wax,Wax Motif,2I5faAdg3IZbd6HEn6Blfz,,,168781,0.66,0.00249,0.956,0.706,0.385,0.752,-7.227,0.0499,122.998,5,4,Dance
Riot Gear,Riot Gear,Malaa,4sfItXEPyigeIuV5E6pS8b,,,189120,0.751,0.000894,0.882,0.0599,0.166,0.435,-6.244,0.0557,124.978,1,4,Dance
Deceiver,Deceiver,Chris Lake,6RIbDs0p4XusU2PZSiDgeZ,,,225884,0.881,0.0195,0.883,0.148,0.0825,0.966,-5.494,0.0633,124.016,11,4,Dance
Get Down,Front2Back,Wuki,4IK80xmSW15FxIehxc3nH2,,,181385,0.863,0.00782,0.976,0.773,0.189,0.421,-3.326,0.26,129.959,7,4,Dance
Fuck It,Fuck It,Riot Ten,5qSbHHDE8xnanVdaL78B65,,,174400,0.597,0.000231,0.93,0.46,0.306,0.567,-3.612,0.053,74.976,5,4,Dance
Bang Harder,Bang Harder,Dr. Fresch,6TokZjKiCwAFSmA7pdWTaK,,,164843,0.719,0.128,0.928,0.0413,0.396,0.407,-1.553,0.0473,105.063,9,4,Dance
Body Pump - Lady Bee Remix,Renaissance (Remixes),Aluna,5PkJ2ssBCzKHaztJVASw2b,,,176098,0.667,0.00265,0.927,0.103,0.108,0.544,-6.183,0.0489,122.997,10,4,Dance
Nuclear Bass Face,Nuclear Bass Face,NGHTMRE,1R4KCEwucJLsVk5L9o250Y,,,195200,0.677,0.0178,0.904,0.000934,0.585,0.614,-1.43,0.105,149.996,5,4,Dance
Catch My Love,Catch My Love,Noizu,0C0LsZeUyAG50xJKEIpBgY,,,148571,0.753,0.00545,0.851,0.135,0.245,0.652,-4.451,0.0497,126.012,10,4,Dance
Say Mama,Say Mama,Alex Preston,1dWVnxjhpYqkD1PrHI7GS2,,,177000,0.644,0.000438,0.958,0.709,0.412,0.55,-5.035,0.0553,123.988,6,4,Dance
Trust In Me,Another Chemical Love Story 2: The Symposium,Another Chemical Love Story,7iUMSIBqVymAjrLFlGpFcv,,,250387,0.7,0.00194,0.945,0.257,0.0746,0.439,-4.62,0.101,126.984,1,4,Dance
Come Back To Me,Come Back To Me,Adelphi Music Factory,7ghxkizu8CNpJ5S6onEKJF,,,203810,0.775,0.00738,0.899,0.852,0.0801,0.64,-6.813,0.218,125.982,11,4,Dance
Feel The Heat,Feel The Heat,AmyElle,3r9CbJJKdAQ1Djfu932w22,,,164429,0.6,0.00827,0.975,0.64,0.134,0.541,-5.545,0.0488,128.019,6,4,Dance
Worst Enemy,Worst Enemy,Alex Mills,3HNB7P3nnZlGzHKPPXXYix,,,171146,0.699,0.00175,0.882,0.089,0.27,0.571,-5.691,0.0361,122.043,0,4,Dance
No Good For Me,No Good For Me,Sammy Porter,29yhdVw2F1oF77WQxo3yV6,,,171021,0.692,0.000708,0.927,0.455,0.177,0.467,-6.092,0.0431,127.034,11,4,Dance
Feel the Fire - Breath Vocal Mix,Feel the Fire (Breath Vocal Mix),pluko,2Mz3PtSFlebt8exfgcZP68,,,201009,0.565,0.01,0.822,1.71E-05,0.149,0.455,-7.712,0.0598,79.967,6,4,Dance
ALL NIGHT,1953,Tisoki,70Qlewy7XO46zijMHSjbOG,,,172138,0.723,0.157,0.89,0,0.0571,0.836,-4.83,0.0606,144.99,6,4,Dance
Lift Your Energy,Lift Your Energy,Eden Prince,3CGXClJ6703GVd4nF2SSQP,,,154390,0.622,0.00126,0.99,0.612,0.696,0.643,-5.5,0.0424,124.008,11,4,Dance
Lose Your Shit,Lose Your Shit,Herobust,43AQsk8AnWfEwiwFB5lo8K,,,187600,0.673,0.00162,0.98,0.00374,0.31,0.795,-1.256,0.157,74.997,11,4,Dance
Giving You,Giving You,Sikdope,0tghEtKt7Cla7XcbHLQsNp,,,166800,0.59,0.000444,0.935,0.207,0.458,0.692,-3.695,0.0797,149.773,10,4,Dance
Piknik - Radio Edit,Curveballs (Radio Edits),Riva Starr,3nwwzrNmmcTt5nSa5xx2S9,,,162020,0.797,0.000246,0.93,0.395,0.06,0.467,-6.647,0.0459,126.011,0,4,Dance
Make A Move,Make A Move,Max Chapman,2sKH8vYxAfcbntcfGpWkmX,,,200000,0.787,0.0727,0.915,0.397,0.123,0.671,-7.602,0.0608,126.065,7,4,Dance
Came Up,Came Up,Flosstradamus,7f4Pjqs3XHSfV1UwX5vjxo,,,214929,0.613,0.00908,0.879,1.66E-06,0.108,0.497,-4.649,0.0729,76.966,6,4,Dance
Rise,Rise,Hot Since 82,0i2uPPnxoXBWBvm8ewIhuV,,,256750,0.68,1.98E-05,0.831,0.797,0.124,0.481,-7.225,0.0399,122.998,5,4,Dance
Ratchets,Wukileaks 2018,Various Artists,3RvNa9EeWeVpSFsSuNiddr,,,212308,0.819,0.0339,0.826,0.151,0.063,0.571,-6.241,0.186,130.025,1,4,Dance
Caskets,Caskets (feat. FKi 1st),Party Favor,0FknXlaOeXD7Vto1Hx9wtP,,,184116,0.635,0.00318,0.862,1.36E-06,0.195,0.402,-4.655,0.0819,102.024,5,4,Dance
Drip,Drip,Boombox Cartel,3H6LY9tKggsxthGMUdVHXC,,,190244,0.665,0.0371,0.974,0.25,0.487,0.662,-0.922,0.0621,163.953,1,4,Dance
Easy,The Ace Of You,Autograf,5NOh0KTu5VNFUyRRaOjfDH,,,165363,0.893,0.00502,0.796,3.84E-05,0.0934,0.801,-3.148,0.0818,125.028,7,4,Dance
Ballers,Ballers,DJ S.K.T,0sbOjyOiuW47mOZLgKMPeW,,,179456,0.808,0.000207,0.945,0.78,0.0507,0.863,-5.242,0.0653,125,11,4,Dance
The Loud,The Loud / Losing Count,Nitti Gritti,5vWeE4SyQ95aR4YtXMt1qQ,,,156326,0.67,0.0749,0.917,0.000501,0.0782,0.653,-1.559,0.097,139.998,5,4,Dance
Your Dreams,Your Dreams,Low Steppa,5M5TCPGgMZxzRN3tOCOoGd,,,151853,0.663,0.00179,0.838,0.000142,0.344,0.665,-4.988,0.0561,124.997,1,4,Dance
Celebrate,Celebrate,Sammy Porter,6ZexyQkQ67npzgscQyxqI7,,,153827,0.628,0.0303,0.84,5.05E-06,0.159,0.539,-4.659,0.056,123.946,0,4,Dance
Pretty Baby,Pretty Baby,Redondo,4EJI2XGViSQp6WscLKgYDD,,,173861,0.7,0.053,0.898,0.418,0.574,0.791,-6.099,0.257,125.031,8,4,Dance
Kung Fu,Gangsta Party EP,Dr. Fresch,694l2zv6a2jjUgjz5eyX6g,,,179824,0.838,0.216,0.866,3.13E-05,0.417,0.703,-4.475,0.0718,127.992,1,4,Dance
Rather Be With You (feat. Crooked Colours),Rather Be With You (feat. Crooked Colours),Hayden James,4Kc1nMxyLCWtx3BganIsQs,,,188419,0.724,0.0013,0.909,0.0058,0.135,0.611,-5.617,0.0462,124.042,8,4,Dance
Restless,Knee Deep In Sound,Hot Since 82,2uekDydhjHDVXzNWFmwEYl,,,440079,0.776,0.00284,0.869,0.73,0.346,0.364,-8.072,0.0386,123.984,8,4,Dance
When We're Awake,When We're Awake,SNBRN,2d3fA0TfGGFBJJHGXWnV5s,,,182250,0.65,0.335,0.87,0.0723,0.116,0.333,-7.403,0.04,119.972,7,4,Dance
I Don't Know (feat. Jennifer Jamieson),I Don't Know (feat. Jennifer Jamieson),Hannah Wants,5sCZrNlR663RubGRXbZVJ8,,,172800,0.803,0.000725,0.832,0.0951,0.0925,0.415,-8.603,0.0588,125,10,4,Dance
The Music Got Me,Charmer,Claptone,1iKhGIKoYfbHuuoPZxugds,,,194048,0.854,0.00535,0.783,0.00119,0.807,0.475,-5.996,0.07,120.004,11,4,Dance
Lady (Hear Me Tonight),Lady (Hear Me Tonight),Black Caviar,3ZCfoa2gewcKEqHdRVv2a4,,,247110,0.757,0.00223,0.84,2.35E-05,0.0485,0.552,-6.271,0.0576,123.007,11,4,Dance
Don't Touch the Alarm,Don't Touch the Alarm,Hot Since 82,5BdBd0IyIAzCvbyrxBehRz,,,422156,0.749,0.00565,0.917,0.642,0.0673,0.791,-4.444,0.0631,123.004,10,4,Dance
Only One,Expensive Sounds For Nice People,Felix Cartal,7kcvhjkit9kuMv3DogaTUI,,,191597,0.588,0.0153,0.793,0,0.0606,0.453,-2.638,0.0514,118.886,5,4,Dance
Swing Theory - Radio Edit,Swing Theory EP,Sidney Charles,1hdg5jyymn9UVOoqi9FY9o,,,234448,0.797,0.0185,0.884,0.891,0.0741,0.555,-7.339,0.0558,128.988,6,4,Dance
Tribesmen - Original Mix,Tribesmen,Solardo,3s6dh2duRyDcs3iu56CqgY,,,437557,0.696,0.000405,0.787,0.339,0.0477,0.332,-6.805,0.0496,123.988,4,4,Dance
Be Sharp Say Nowt,Be Sharp Say Nowt,Patrick Topping,6TvYtabYoc5plSB9kJpgOs,,,228571,0.764,0.00506,0.977,0.868,0.66,0.96,-5.729,0.0515,126.015,1,4,Dance
Six Shooter,U Want It EP,SNBRN,7gzOfclimlOrkmeMtpt2GN,,,206129,0.686,0.0167,0.77,0.899,0.084,0.511,-8.538,0.0516,124.022,2,4,Dance
Drop It,Monsters - EP,CamelPhat,26zgRuvaIn9SZ5qEbMIS4K,,,187200,0.802,3.73E-05,0.971,0.753,0.132,0.408,-5.54,0.0524,125,2,4,Dance
Man With The Red Face - Radio Edit,Man With The Red Face,Mark Knight,5FDn1oWUD5BXL2HCfmCk2F,,,235039,0.632,0.0127,0.842,0.781,0.0984,0.674,-7.868,0.0335,126.952,0,4,Dance
Back Tae Ayr,Back Tae Ayr,Ewan McVicar,1AH6GkZnybM0R5WZZTj7GF,,,332931,0.769,0.00157,0.923,0.697,0.505,0.817,-6.146,0.142,129.992,7,4,Dance
Back Tomorrow,Back Tomorrow,Ferreck Dawn,4q2azQakSVVyqljRiCZtu3,,,118872,0.689,0.0595,0.791,0,0.51,0.543,-6.633,0.0478,125.012,8,4,Dance
Get Your Money,Get Your Money,Solardo,2Nk1gAqXytbhryuGmm84I5,,,230750,0.712,0.0103,0.985,0.0528,0.182,0.863,-6.696,0.0519,129.995,6,4,Dance
Searching,Searching,Will Clarke,1yLFszi3D4sq3ECcDxxPM6,,,210875,0.564,0.0684,0.826,0.023,0.0882,0.677,-5.901,0.0353,126.026,3,4,Dance
Deep Down Low,Deep Down Low,Valentino Khan,46rZgRYU1H5Xnv0n75OGis,,,190476,0.794,0.00371,0.896,0.615,0.0876,0.5,-1.514,0.0677,125.999,5,4,Dance
The Players Anthem,The Players Anthem,BIJOU,3i2r4pHerk6x5xZJZkZTUj,,,197419,0.818,0.0796,0.913,0.185,0.0838,0.856,-4.472,0.0601,124.002,2,4,Dance
Prayer - Edit,Prayer (Edit),Prospa,4Gd5Cxw7V4JCM9Uj6VpiwL,,,226341,0.614,0.000216,0.796,0.767,0.0915,0.368,-7.702,0.0439,122.981,6,4,Dance
Touch,Touch,Tough Love,5vvTArvy925m36VaABJvdB,,,198791,0.787,0.272,0.833,1.95E-06,0.088,0.434,-4.592,0.0714,124.012,0,4,Dance
Rock It,Framework,Wuki,0zc4K7yeps4AAs3kdZCeP8,,,197241,0.766,0.0794,0.926,0.27,0.172,0.508,-4.061,0.0673,130.015,4,4,Dance
Thief - Flux Pavilion Remix,Thief (Flux Pavilion Remix),Ookay,6btkdvumrTmcFzy3oFpZqS,,,271749,0.55,0.041,0.858,0.199,0.0562,0.577,-2.58,0.0357,145.169,6,4,Dance
Pony (Jump On It) - Radio Mix,Pony (Jump On It) [Radio Mix],Tough Love,6kz0HP2iwvmiRrLoxXvboC,,,183753,0.668,0.00999,0.84,0.0112,0.353,0.659,-5.951,0.0362,124.017,6,4,Dance
Skin Deep,Skin Deep,Dusky,1swbHpmgYa7c8e9bTiYFf0,,,383687,0.662,0.00938,0.938,0.844,0.231,0.384,-7.168,0.0359,121.974,5,4,Dance
Burning (feat. Camden Cox),Burning (feat. Camden Cox),Eli & Fur,54Yr0BPkVQ378IeCWnG91Q,,,186391,0.67,0.0122,0.796,0.0117,0.0735,0.6,-5.832,0.0377,122.99,7,4,Dance
You Know It's Time,You Know It's Time,Chapter & Verse,0eSisJ6WhiV0byBZXLCqsp,,,175238,0.523,0.0029,0.979,0.936,0.24,0.648,-4.685,0.0488,126,0,4,Dance
Isolation,Isolation,PEACE MAKER!,3CU9bg093XVjeFMUjl21p2,,,203500,0.73,0.0111,0.975,0.459,0.297,0.71,-4.684,0.0844,124.957,1,4,Dance
Back on the Chain Gang - 2007 Remaster,Learning to Crawl (Expanded & Remastered),Pretenders,4cMHCRLPNoEbpnl2rz6GS9,,,231120,0.598,0.116,0.901,0.0401,0.178,0.814,-6.081,0.0359,153.24,2,4,Dance
Open Bar,Devastante,Il Pagante,1Ia2pWls0xmcvZmtqZ3Ksn,,,190328,0.843,0.088,0.879,0,0.056,0.824,-4.046,0.151,122.019,11,4,Dance
Steppin,Steppin,Heider,5JTCug5bXVFEx94Lf9PTkC,,,203125,0.797,0.036,0.979,0.903,0.351,0.742,-5.562,0.0552,126.005,2,4,Dance
Big Ting Vibe,Big Ting Vibe,SQWAD,0C3Y9kst8c4UmLzomWeTTw,,,171429,0.858,0.000759,0.943,0.389,0.11,0.716,-4.358,0.0663,125.988,1,4,Dance
What Would You Do?,What Would You Do?,Joel Corry,1D2ZNECRd7KIlA4pyOUGsv,,,174215,0.687,0.149,0.895,0.00592,0.121,0.686,-2.983,0.0474,124.041,9,4,Dance
Playbox,Exotica,Purple Disco Machine,5Pc6PyIncHum3UybbwnHD9,,,230369,0.651,0.00804,0.908,0.2,0.333,0.586,-6.147,0.0366,124.818,10,4,Dance
Where I Want 2 B,Where I Want 2 B,CID,0YEgVqBmj14YWgv7w32Qm4,,,201908,0.769,0.00364,0.885,0.463,0.0796,0.824,-4.547,0.0542,126.017,9,4,Dance
New Shit,New Shit,No Thanks,7wM1tK0ixu8NF93wYrGjtB,,,204286,0.774,0.0185,0.941,0.719,0.227,0.701,-5.035,0.157,126.021,6,4,Dance
The Drip,The Drip,Jay Robinson,4T3otm2jZltLSfUbRid3Gh,,,194400,0.728,0.0284,0.887,0.12,0.177,0.628,-6.277,0.0604,124.968,6,4,Dance
Keep On Dancin',Keep On Dancin',BYOR,3ubKEovFGtg1hDynibrEGi,,,155238,0.824,0.00344,0.928,0.771,0.0858,0.633,-4.049,0.0509,126.001,5,4,Dance
Club Tropicana,Fantastic,Wham!,6tASfEUyB7lE2r6DLzURji,,,265600,0.658,0.0294,0.714,5.70E-05,0.651,0.806,-9.247,0.0519,117.283,11,4,Dance
The Tempo,The Tempo,Bleu Clair,3BYWIYlgpnW18iaMga2E0u,,,155885,0.902,0.0425,0.943,0.104,0.396,0.602,-3.861,0.0954,125.042,4,4,Dance
Nightjar (feat. SHELLS) - Extended Mix,Nightjar (feat. SHELLS),Vintage Culture,5Rs7pvXOxijFMPzRVeZvpL,,,265161,0.851,0.0413,0.849,0.685,0.0725,0.812,-5.656,0.0518,124.009,9,4,Dance
Jealousy,Hedonist,Martin Solveig,1u4HCtZ0iI8P8Bb4YcGuYP,,,317320,0.767,0.000963,0.712,0.00275,0.243,0.95,-7.28,0.0564,125.025,5,4,Dance
Funk Accelerator,Funk Accelerator,Bleu Clair,3QORLvINZ5ie3lRsTOZJqD,,,232133,0.804,0.0113,0.892,0.822,0.133,0.54,-3.017,0.07,126.019,7,4,Dance
Love Really Hurts Without You,Billy Ocean (Expanded Edition),Billy Ocean,4GhtDORJiSRYxj6M1bv0vX,,,179013,0.518,0.00221,0.907,1.15E-05,0.0838,0.961,-3.732,0.0343,140.982,5,4,Dance
Hypnotized,Exotica,Purple Disco Machine,1zsFr9rPcsMwRtqjDJJpnC,,,195704,0.691,0.0993,0.818,0.000266,0.114,0.703,-5.297,0.0906,108.065,11,4,Dance
